location_name,datetimeLocal,unit,no2,o3,pm10,pm25,city,so2
Hull Freetown - UKA00450,2024-05-21T00:09:00Z,µg/m³,19,58,22,10,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:10:00Z,µg/m³,20,57,22,10,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:11:00Z,µg/m³,26,54,23,10,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:12:00Z,µg/m³,24,53,24,10,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:13:00Z,µg/m³,24,52,24,11,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:14:00Z,µg/m³,NA,51,25,11,Hull,NA
Hull Freetown - UKA00450,2024-05-21T00:15:00Z,µg/m³,NA,51,25,11,Hull,NA
Hull Freetown - UKA00450,2024-05-21T00:16:00Z,µg/m³,22,51,26,11,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:17:00Z,µg/m³,19,NA,26,11,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:18:00Z,µg/m³,21,NA,26,11,Hull,2
Hull Freetown - UKA00450,2024-05-21T00:19:00Z,µg/m³,20,NA,26,11,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:20:00Z,µg/m³,17,NA,25,11,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:21:00Z,µg/m³,15,59,24,10,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:22:00Z,µg/m³,16,58,22,10,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:23:00Z,µg/m³,17,58,21,9,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:00:00Z,µg/m³,15,57,19,9,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:01:00Z,µg/m³,9,57,18,8,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:02:00Z,µg/m³,7,58,17,8,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:03:00Z,µg/m³,6,59,16,7,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:04:00Z,µg/m³,9,59,15,7,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:05:00Z,µg/m³,5,60,14,6,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:06:00Z,µg/m³,11,61,13,6,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:07:00Z,µg/m³,13,61,12,6,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:08:00Z,µg/m³,20,61,12,5,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:09:00Z,µg/m³,21,60,11,5,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:10:00Z,µg/m³,20,58,11,5,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:11:00Z,µg/m³,17,56,10,5,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:12:00Z,µg/m³,16,55,10,5,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:13:00Z,µg/m³,14,53,10,5,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:14:00Z,µg/m³,13,53,9,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:15:00Z,µg/m³,12,53,9,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:16:00Z,µg/m³,13,55,8,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:17:00Z,µg/m³,22,56,8,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:18:00Z,µg/m³,13,58,8,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:19:00Z,µg/m³,20,58,8,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:20:00Z,µg/m³,15,59,8,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:21:00Z,µg/m³,10,60,8,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:22:00Z,µg/m³,9,60,8,4,Hull,1
Hull Freetown - UKA00450,2024-06-21T00:23:00Z,µg/m³,11,59,8,4,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:00:00Z,µg/m³,9,58,9,4,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:01:00Z,µg/m³,4,58,9,4,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:02:00Z,µg/m³,4,59,9,4,Hull,3
Hull Freetown - UKA00450,2024-07-21T00:03:00Z,µg/m³,7,59,9,4,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:04:00Z,µg/m³,8,59,10,4,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:05:00Z,µg/m³,7,58,10,4,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:06:00Z,µg/m³,12,57,10,4,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:07:00Z,µg/m³,21,54,10,5,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:08:00Z,µg/m³,37,50,11,5,Hull,1
Hull Freetown - UKA00450,2024-07-21T00:09:00Z,µg/m³,61,43,11,5,Hull,3
Hull Freetown - UKA00450,2024-07-21T00:10:00Z,µg/m³,55,37,12,5,Hull,2
Hull Freetown - UKA00450,2024-07-21T00:11:00Z,µg/m³,55,34,12,5,Hull,2
Hull Freetown - UKA00450,2024-07-21T00:12:00Z,µg/m³,40,29,14,6,Hull,2
Hull Freetown - UKA00450,2024-07-21T00:13:00Z,µg/m³,26,29,15,6,Hull,2
Hull Freetown - UKA00450,2024-07-21T00:14:00Z,µg/m³,24,29,15,6,Hull,2
Hull Freetown - UKA00450,2024-07-21T00:15:00Z,µg/m³,28,30,16,7,Hull,2
Hull Freetown - UKA00450,2024-07-21T00:16:00Z,µg/m³,35,32,16,7,Hull,2
Hull Freetown - UKA00450,2024-07-21T00:17:00Z,µg/m³,51,33,17,7,Hull,3
Hull Freetown - UKA00450,2024-07-21T00:18:00Z,µg/m³,69,32,18,7,Hull,3
Hull Freetown - UKA00450,2024-07-21T00:19:00Z,µg/m³,70,31,18,8,Hull,4
Hull Freetown - UKA00450,2024-07-21T00:20:00Z,µg/m³,69,27,19,8,Hull,3
Hull Freetown - UKA00450,2024-07-21T00:21:00Z,µg/m³,69,22,20,8,Hull,4
Hull Freetown - UKA00450,2024-07-21T00:22:00Z,µg/m³,64,16,20,9,Hull,3
Hull Freetown - UKA00450,2024-07-21T00:23:00Z,µg/m³,56,12,21,9,Hull,3
Hull Freetown - UKA00450,2024-08-21T00:00:00Z,µg/m³,56,8,22,10,Hull,3
Hull Freetown - UKA00450,2024-08-21T00:01:00Z,µg/m³,54,7,23,11,Hull,3
Hull Freetown - UKA00450,2024-08-21T00:02:00Z,µg/m³,39,7,23,12,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:03:00Z,µg/m³,29,9,24,12,Hull,3
Hull Freetown - UKA00450,2024-08-21T00:04:00Z,µg/m³,23,12,24,12,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:05:00Z,µg/m³,25,13,25,13,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:06:00Z,µg/m³,28,14,25,13,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:07:00Z,µg/m³,38,16,26,14,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:08:00Z,µg/m³,42,18,26,14,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:09:00Z,µg/m³,30,22,26,14,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:10:00Z,µg/m³,15,27,25,14,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:11:00Z,µg/m³,20,32,24,14,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:12:00Z,µg/m³,17,37,23,13,Hull,1
Hull Freetown - UKA00450,2024-08-21T00:13:00Z,µg/m³,23,42,23,13,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:14:00Z,µg/m³,18,48,22,13,Hull,1
Hull Freetown - UKA00450,2024-08-21T00:15:00Z,µg/m³,24,53,21,13,Hull,1
Hull Freetown - UKA00450,2024-08-21T00:16:00Z,µg/m³,20,58,20,12,Hull,1
Hull Freetown - UKA00450,2024-08-21T00:17:00Z,µg/m³,22,60,19,12,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:18:00Z,µg/m³,18,60,18,11,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:19:00Z,µg/m³,10,62,17,11,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:20:00Z,µg/m³,8,63,16,10,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:21:00Z,µg/m³,7,64,15,10,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:22:00Z,µg/m³,7,65,14,9,Hull,2
Hull Freetown - UKA00450,2024-08-21T00:23:00Z,µg/m³,7,66,13,8,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:00:00Z,µg/m³,5,66,12,7,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:02:00Z,µg/m³,4,67,10,6,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:03:00Z,µg/m³,6,66,10,6,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:04:00Z,µg/m³,5,64,9,5,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:05:00Z,µg/m³,8,61,8,5,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:06:00Z,µg/m³,21,57,7,4,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:07:00Z,µg/m³,25,52,7,4,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:08:00Z,µg/m³,29,47,7,4,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:09:00Z,µg/m³,29,42,7,4,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:10:00Z,µg/m³,30,38,7,4,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:11:00Z,µg/m³,34,34,8,4,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:12:00Z,µg/m³,26,32,8,5,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:13:00Z,µg/m³,28,31,9,5,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:14:00Z,µg/m³,31,31,9,5,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:15:00Z,µg/m³,33,33,9,6,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:16:00Z,µg/m³,33,34,9,6,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:17:00Z,µg/m³,46,33,10,6,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:18:00Z,µg/m³,52,30,10,6,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:19:00Z,µg/m³,54,27,10,7,Hull,2
Hull Freetown - UKA00450,2024-09-21T00:20:00Z,µg/m³,53,22,11,7,Hull,3
Hull Freetown - UKA00450,2024-09-21T00:21:00Z,µg/m³,53,18,11,8,Hull,3
Hull Freetown - UKA00450,2024-09-21T00:22:00Z,µg/m³,53,14,12,8,Hull,4
Hull Freetown - UKA00450,2024-09-21T00:23:00Z,µg/m³,47,11,12,9,Hull,3
Hull Freetown - UKA00450,2024-10-21T00:00:00Z,µg/m³,35,10,12,9,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:01:00Z,µg/m³,27,13,13,9,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:02:00Z,µg/m³,31,15,13,9,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:03:00Z,µg/m³,32,18,13,9,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:04:00Z,µg/m³,40,20,13,9,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:05:00Z,µg/m³,32,22,13,10,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:06:00Z,µg/m³,32,24,14,10,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:07:00Z,µg/m³,44,23,13,10,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:08:00Z,µg/m³,47,20,13,10,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:09:00Z,µg/m³,33,17,12,10,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:10:00Z,µg/m³,45,15,12,10,Hull,3
Hull Freetown - UKA00450,2024-10-21T00:11:00Z,µg/m³,37,13,12,10,Hull,3
Hull Freetown - UKA00450,2024-10-21T00:12:00Z,µg/m³,26,13,12,10,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:13:00Z,µg/m³,27,14,12,10,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:14:00Z,µg/m³,31,14,13,10,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:15:00Z,µg/m³,31,16,13,11,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:16:00Z,µg/m³,24,19,14,11,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:17:00Z,µg/m³,27,21,14,11,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:18:00Z,µg/m³,38,22,14,11,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:19:00Z,µg/m³,37,23,14,11,Hull,2
Hull Freetown - UKA00450,2024-10-21T00:20:00Z,µg/m³,27,23,14,11,Hull,1
Hull Freetown - UKA00450,2024-10-21T00:21:00Z,µg/m³,25,24,14,11,Hull,1
Hull Freetown - UKA00450,2024-10-21T00:23:00Z,µg/m³,31,25,14,11,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:00:00Z,µg/m³,26,25,14,11,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:01:00Z,µg/m³,15,27,14,11,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:02:00Z,µg/m³,11,32,13,11,Hull,2
Hull Freetown - UKA00450,2024-11-21T00:03:00Z,µg/m³,30,34,13,11,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:04:00Z,µg/m³,17,36,13,11,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:05:00Z,µg/m³,8,38,13,10,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:06:00Z,µg/m³,8,41,12,10,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:07:00Z,µg/m³,7,45,12,10,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:08:00Z,µg/m³,7,48,11,9,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:09:00Z,µg/m³,15,48,11,9,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:10:00Z,µg/m³,8,49,11,9,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:12:00Z,µg/m³,8,54,10,8,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:13:00Z,µg/m³,9,55,9,8,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:14:00Z,µg/m³,15,53,9,7,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:15:00Z,µg/m³,11,51,8,7,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:16:00Z,µg/m³,13,51,8,6,Hull,2
Hull Freetown - UKA00450,2024-11-21T00:17:00Z,µg/m³,15,52,8,6,Hull,2
Hull Freetown - UKA00450,2024-11-21T00:18:00Z,µg/m³,23,51,8,6,Hull,1
Hull Freetown - UKA00450,2024-11-21T00:19:00Z,µg/m³,28,48,8,6,Hull,2
Hull Freetown - UKA00450,2024-11-21T00:20:00Z,µg/m³,20,46,7,6,Hull,2
Hull Freetown - UKA00450,2024-11-21T00:21:00Z,µg/m³,22,44,7,5,Hull,2
Hull Freetown - UKA00450,2024-11-21T00:22:00Z,µg/m³,18,45,7,5,Hull,2
Hull Freetown - UKA00450,2024-11-21T00:23:00Z,µg/m³,20,44,6,5,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:00:00Z,µg/m³,20,43,6,5,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:01:00Z,µg/m³,19,40,6,5,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:02:00Z,µg/m³,26,38,7,5,Hull,1
Hull Freetown - UKA00450,2024-12-21T00:03:00Z,µg/m³,29,37,7,5,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:04:00Z,µg/m³,20,37,7,5,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:05:00Z,µg/m³,28,36,8,5,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:06:00Z,µg/m³,32,34,8,5,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:07:00Z,µg/m³,51,30,9,6,Hull,3
Hull Freetown - UKA00450,2024-12-21T00:08:00Z,µg/m³,46,28,9,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:09:00Z,µg/m³,32,27,10,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:10:00Z,µg/m³,28,28,11,6,Hull,3
Hull Freetown - UKA00450,2024-12-21T00:11:00Z,µg/m³,23,31,11,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:12:00Z,µg/m³,20,33,11,6,Hull,3
Hull Freetown - UKA00450,2024-12-21T00:13:00Z,µg/m³,16,37,12,7,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:14:00Z,µg/m³,16,42,12,7,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:15:00Z,µg/m³,17,48,12,7,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:16:00Z,µg/m³,24,53,13,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:17:00Z,µg/m³,47,53,13,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:18:00Z,µg/m³,44,52,13,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:19:00Z,µg/m³,34,52,13,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:20:00Z,µg/m³,21,52,14,6,Hull,3
Hull Freetown - UKA00450,2024-12-21T00:21:00Z,µg/m³,23,51,14,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:22:00Z,µg/m³,24,49,14,6,Hull,2
Hull Freetown - UKA00450,2024-12-21T00:23:00Z,µg/m³,21,47,14,6,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:00:00Z,µg/m³,22,31,16,7,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:01:00Z,µg/m³,18,31,16,8,Hull,1
Hull Freetown - UKA00450,2024-01-21T00:02:00Z,µg/m³,20,33,17,8,Hull,1
Hull Freetown - UKA00450,2024-01-21T00:03:00Z,µg/m³,17,34,17,8,Hull,1
Hull Freetown - UKA00450,2024-01-21T00:04:00Z,µg/m³,14,34,17,8,Hull,1
Hull Freetown - UKA00450,2024-01-21T00:05:00Z,µg/m³,12,36,18,8,Hull,1
Hull Freetown - UKA00450,2024-01-21T00:06:00Z,µg/m³,15,38,18,9,Hull,1
Hull Freetown - UKA00450,2024-01-21T00:07:00Z,µg/m³,30,39,18,9,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:08:00Z,µg/m³,25,39,18,9,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:09:00Z,µg/m³,17,41,18,9,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:10:00Z,µg/m³,22,44,17,9,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:11:00Z,µg/m³,13,47,17,8,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:12:00Z,µg/m³,11,51,17,8,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:13:00Z,µg/m³,12,54,16,8,Hull,1
Hull Freetown - UKA00450,2024-01-21T00:14:00Z,µg/m³,22,56,16,8,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:15:00Z,µg/m³,24,59,15,8,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:16:00Z,µg/m³,39,60,15,8,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:17:00Z,µg/m³,27,60,14,7,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:18:00Z,µg/m³,25,61,13,7,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:19:00Z,µg/m³,24,60,12,7,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:20:00Z,µg/m³,21,59,12,6,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:21:00Z,µg/m³,20,59,11,6,Hull,2
Hull Freetown - UKA00450,2024-01-21T00:22:00Z,µg/m³,29,58,11,6,Hull,4
Hull Freetown - UKA00450,2024-01-21T00:23:00Z,µg/m³,28,57,10,6,Hull,3
Hull Freetown - UKA00450,2024-02-21T00:00:00Z,µg/m³,30,58,10,6,Hull,4
Hull Freetown - UKA00450,2024-02-21T00:01:00Z,µg/m³,21,57,10,5,Hull,4
Hull Freetown - UKA00450,2024-02-21T00:02:00Z,µg/m³,22,58,9,5,Hull,3
Hull Freetown - UKA00450,2024-02-21T00:03:00Z,µg/m³,16,58,9,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:04:00Z,µg/m³,13,59,9,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:05:00Z,µg/m³,15,60,9,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:06:00Z,µg/m³,13,63,8,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:07:00Z,µg/m³,17,66,8,4,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:08:00Z,µg/m³,19,68,8,4,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:09:00Z,µg/m³,15,70,8,4,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:10:00Z,µg/m³,13,72,7,4,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:11:00Z,µg/m³,9,74,7,4,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:12:00Z,µg/m³,9,74,8,4,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:13:00Z,µg/m³,8,74,8,4,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:14:00Z,µg/m³,9,73,8,4,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:15:00Z,µg/m³,7,74,8,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:16:00Z,µg/m³,9,75,8,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:17:00Z,µg/m³,15,75,8,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:18:00Z,µg/m³,18,73,8,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:19:00Z,µg/m³,28,70,8,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:20:00Z,µg/m³,30,67,8,5,Hull,2
Hull Freetown - UKA00450,2024-02-21T00:21:00Z,µg/m³,20,65,8,5,Hull,3
Hull Freetown - UKA00450,2024-02-21T00:22:00Z,µg/m³,15,63,8,5,Hull,4
Hull Freetown - UKA00450,2024-02-21T00:23:00Z,µg/m³,13,61,8,4,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:00:00Z,µg/m³,15,58,8,4,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:01:00Z,µg/m³,11,57,7,4,Hull,1
Hull Freetown - UKA00450,2024-03-21T00:02:00Z,µg/m³,10,57,7,4,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:03:00Z,µg/m³,12,57,7,5,Hull,1
Hull Freetown - UKA00450,2024-03-21T00:04:00Z,µg/m³,10,57,8,5,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:05:00Z,µg/m³,10,56,8,5,Hull,1
Hull Freetown - UKA00450,2024-03-21T00:06:00Z,µg/m³,11,55,8,5,Hull,1
Hull Freetown - UKA00450,2024-03-21T00:07:00Z,µg/m³,13,53,9,6,Hull,1
Hull Freetown - UKA00450,2024-03-21T00:08:00Z,µg/m³,27,50,9,6,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:09:00Z,µg/m³,39,46,9,6,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:10:00Z,µg/m³,39,45,9,6,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:11:00Z,µg/m³,20,44,9,7,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:12:00Z,µg/m³,13,46,9,7,Hull,4
Hull Freetown - UKA00450,2024-03-21T00:13:00Z,µg/m³,15,47,9,7,Hull,7
Hull Freetown - UKA00450,2024-03-21T00:14:00Z,µg/m³,17,49,10,7,Hull,4
Hull Freetown - UKA00450,2024-03-21T00:15:00Z,µg/m³,19,50,10,7,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:16:00Z,µg/m³,22,53,11,8,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:17:00Z,µg/m³,24,57,12,8,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:18:00Z,µg/m³,32,57,13,9,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:19:00Z,µg/m³,28,56,13,9,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:20:00Z,µg/m³,43,51,14,10,Hull,1
Hull Freetown - UKA00450,2024-03-21T00:21:00Z,µg/m³,55,45,15,10,Hull,2
Hull Freetown - UKA00450,2024-03-21T00:22:00Z,µg/m³,48,40,15,11,Hull,1
Hull Freetown - UKA00450,2024-03-21T00:23:00Z,µg/m³,46,34,16,12,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:00:00Z,µg/m³,49,29,17,12,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:01:00Z,µg/m³,53,23,18,13,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:02:00Z,µg/m³,46,18,19,14,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:03:00Z,µg/m³,32,14,20,14,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:04:00Z,µg/m³,31,12,20,15,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:05:00Z,µg/m³,29,12,21,16,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:06:00Z,µg/m³,33,10,22,16,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:07:00Z,µg/m³,42,8,23,17,Hull,3
Hull Freetown - UKA00450,2024-04-21T00:08:00Z,µg/m³,59,8,24,18,Hull,8
Hull Freetown - UKA00450,2024-04-21T00:09:00Z,µg/m³,70,8,25,19,Hull,9
Hull Freetown - UKA00450,2024-04-21T00:10:00Z,µg/m³,37,12,26,19,Hull,3
Hull Freetown - UKA00450,2024-04-21T00:11:00Z,µg/m³,25,18,26,19,Hull,3
Hull Freetown - UKA00450,2024-04-21T00:12:00Z,µg/m³,18,25,26,19,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:13:00Z,µg/m³,15,32,26,19,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:14:00Z,µg/m³,14,41,26,19,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:15:00Z,µg/m³,15,48,26,19,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:16:00Z,µg/m³,15,56,26,19,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:17:00Z,µg/m³,18,62,26,19,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:18:00Z,µg/m³,19,65,25,19,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:19:00Z,µg/m³,16,66,25,19,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:20:00Z,µg/m³,18,65,24,18,Hull,1
Hull Freetown - UKA00450,2024-04-21T00:21:00Z,µg/m³,17,65,24,18,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:22:00Z,µg/m³,16,64,24,17,Hull,2
Hull Freetown - UKA00450,2024-04-21T00:23:00Z,µg/m³,13,63,23,17,Hull,2
Hull Freetown - UKA00450,2024-05-21T00:00:00Z,µg/m³,12,63,23,16,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:01:00Z,µg/m³,13,62,22,16,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:02:00Z,µg/m³,15,62,21,15,Hull,2
Hull Freetown - UKA00450,2024-05-21T00:03:00Z,µg/m³,12,61,21,14,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:04:00Z,µg/m³,13,60,20,13,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:05:00Z,µg/m³,15,59,19,12,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:06:00Z,µg/m³,14,59,18,12,Hull,1
Hull Freetown - UKA00450,2024-05-21T00:07:00Z,µg/m³,23,58,16,10,Hull,1
